arm,model,precision,template,degradation,severity,item,gold,answer,verbalized,internal,correct,match_method,n_answer_tokens,raw
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,26,beignets,,,0.8365302383899689,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,27,beignets,,,0.8396702483296394,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,28,beignets,,,0.848343551158905,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,29,beignets,,,0.8236319050192833,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,30,beignets,,,0.8666305541992188,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,31,beignets,,,0.8427823483943939,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,32,beignets,beignets,0.9,0.9663256406784058,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,33,beignets,,,0.8584089502692223,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,34,beignets,,,0.8274990022182465,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,35,beignets,,,0.8642129078507423,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,36,beignets,,,0.8545100390911102,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,37,beignets,beignets,0.9,0.99131178855896,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,38,beignets,beignets,0.85,0.977785348892212,1,exact,3,Answer: beignets | Confidence: 85
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,39,beignets,,,0.9120639711618423,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,40,beignets,,,0.8594382256269455,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,41,beignets,,,0.8425444513559341,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,42,beignets,,,0.8785919547080994,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,43,beignets,beignets,0.9,0.9830150405565896,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,44,beignets,beignets,0.9,0.9716437458992004,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,45,beignets,,,0.7624254922072092,0,empty,3,French toast
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,46,beignets,,,0.8494784981012344,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,47,beignets,beignets,,0.9168780446052552,1,exact,3,Answer: beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,48,beignets,beignets,0.9,0.9803056120872498,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,49,beignets,,,0.8638815060257912,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,50,beignets,beignets,,0.9854525923728944,1,exact,3,Answer: beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,51,beignets,beignets,0.9,0.9846072991689048,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,52,beignets,beignets,,0.9661165277163188,1,exact,3,Answer: beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,53,beignets,beignets,0.9,0.9816169142723083,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,54,beignets,,,0.8356785774230957,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,55,beignets,,,0.8451092094182968,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,56,beignets,,,0.8479772508144379,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,57,beignets,,,0.853115439414978,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,58,beignets,beignets,0.9,0.9840314785639444,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,59,beignets,beignets,0.9,0.9719394445419312,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,60,beignets,,,0.8389488011598587,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,61,beignets,beignets,0.9,0.9851966301600138,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,62,beignets,,,0.8575204163789749,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,63,beignets,beignets,0.9,0.9728337923685708,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,64,beignets,,,0.8638369143009186,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,65,beignets,,,0.8442205637693405,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,66,beignets,,,0.8623585626482964,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,67,beignets,,,0.83013516664505,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,68,beignets,,,0.8497797399759293,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,69,beignets,,,0.8607854694128036,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,70,beignets,beignets,0.9,0.9670322934786478,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,71,beignets,beignets,0.9,0.9865627884864808,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,72,beignets,beignets,0.9,0.950558602809906,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,73,beignets,,,0.8710449188947678,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,74,beignets,beignets,0.9,0.9900457859039308,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,75,beignets,,,0.8398060202598572,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,76,beignets,beignets,0.9,0.9786774118741354,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,77,beignets,,,0.8466825112700462,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,78,beignets,beignets,0.9,0.9831106662750244,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,79,beignets,,,0.8391250744462013,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,80,beignets,,,0.8937724530696869,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,81,beignets,,,0.8547582551836967,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,82,beignets,,,0.8423255532979965,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,83,beignets,beignets,0.9,0.987702250480652,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,84,beignets,,,0.8268551304936409,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,85,beignets,beignets,0.9,0.9333402713139852,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,86,beignets,,,0.8545330092310905,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,87,beignets,,,0.849641740322113,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,88,beignets,bread pudding,0.9,0.9742635190486908,0,contains,2,Answer: bread pudding | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,89,beignets,bread pudding,0.9,0.7911113202571869,0,contains,2,Answer: bread pudding | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,90,beignets,beignets,0.9,0.9814056555430094,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,91,beignets,,,0.8542047739028931,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,92,beignets,,,0.8592446446418762,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,93,beignets,,,0.8452533334493637,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,94,beignets,,,0.8623297289013863,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,95,beignets,,,0.844412088394165,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,96,beignets,,,0.8578548952937126,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,97,beignets,,,0.7750563994050026,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,98,beignets,,,0.8649358153343201,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,clean,0,99,beignets,,,0.8446720466017723,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,0,beignets,,,0.8158417195081711,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,1,beignets,beignets,0.9,0.893315851688385,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,2,beignets,beignets,0.9,0.9805568854014078,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,3,beignets,,,0.8428487032651901,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,4,beignets,beignets,0.9,0.9928155144055684,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,5,beignets,beignets,0.8,0.9770573576291404,1,exact,3,Answer: beignets | Confidence: 80
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,6,beignets,,,0.8533398360013962,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,7,beignets,beignets,0.9,0.9781571626663208,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,8,beignets,fried calamari,0.85,0.9180601835250854,0,contains,3,Answer: fried calamari | Confidence: 85
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,9,beignets,beignets,0.9,0.9820461869239808,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,10,beignets,,,0.8505126461386681,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,11,beignets,,,0.855821818113327,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,12,beignets,chicken nuggets,0.9,0.7323685189088186,0,nomatch,3,Answer: chicken nuggets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,13,beignets,beignets,0.9,0.9808207750320436,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,14,beignets,,,0.8661293759942055,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,15,beignets,,,0.8339546769857407,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,16,beignets,beignets,0.9,0.98996772368749,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,17,beignets,beignets,0.9,0.9778364896774292,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,18,beignets,beignets,0.9,0.9828795194625854,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,19,beignets,,,0.8471907898783684,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,20,beignets,,,0.8392343074083328,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,21,beignets,beignets,0.9,0.9099385341008503,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,22,beignets,,,0.876797690987587,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,23,beignets,,,0.8354297205805779,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,24,beignets,beignets,0.9,0.9614262580871582,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,25,beignets,beignets,0.9,0.982077141602834,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,26,beignets,,,0.8306771591305733,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,27,beignets,beignets,0.9,0.9817785422007242,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,28,beignets,beignets,0.9,0.9241093397140504,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,29,beignets,,,0.826864518225193,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,30,beignets,,,0.8653139472007751,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,31,beignets,beignets,0.9,0.9728896816571554,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,32,beignets,beignets,0.9,0.9732071757316588,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,33,beignets,,,0.8371467515826225,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,34,beignets,,,0.826803021132946,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,35,beignets,,,0.8164295107126236,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,36,beignets,fried calamari,0.9,0.8614403009414673,0,contains,3,Answer: fried calamari | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,37,beignets,beignets,0.9,0.9891061385472616,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,38,beignets,,,0.8380642756819725,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,39,beignets,,,0.8985034823417664,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,40,beignets,,,0.8502546921372414,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,41,beignets,,,0.8362900912761688,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,42,beignets,beignets,0.9,0.9775962233543396,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,43,beignets,beignets,0.9,0.9857542514801024,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,44,beignets,,,0.8415679112076759,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,45,beignets,,,0.7818906307220459,0,empty,3,French toast
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,46,beignets,,,0.8352911025285721,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,47,beignets,beignets,0.9,0.9144927263259888,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,48,beignets,,,0.8492970913648605,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,49,beignets,,,0.8585628345608711,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,50,beignets,,,0.8368960693478584,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,51,beignets,beignets,0.9,0.9886193672815958,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,52,beignets,beignets,0.9,0.959616223971049,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,53,beignets,beignets,0.9,0.983972668647766,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,54,beignets,beignets,0.9,0.9787185788154602,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,55,beignets,beignets,0.9,0.9882925152778624,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,56,beignets,,,0.8632559478282928,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,57,beignets,,,0.8308704644441605,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,58,beignets,,,0.8147581741213799,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,59,beignets,beignets,0.9,0.9771415988604228,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,60,beignets,pizza,0.85,0.265053927898407,0,nomatch,1,Example reply: | Answer: pizza | Confidence: 85 |  | Now do the same for this image.
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,61,beignets,beignets,0.9,0.986021359761556,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,62,beignets,,,0.861616276204586,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,63,beignets,beignets,0.9,0.976652979850769,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,64,beignets,,,0.8307035863399506,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,65,beignets,,,0.8437322080135345,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,66,beignets,,,0.8652241304516792,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,67,beignets,beignets,0.9,0.9867602189381918,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,68,beignets,beignets,0.9,0.9756637016932168,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,69,beignets,,,0.855852946639061,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,70,beignets,beignets,0.9,0.9663693110148112,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,71,beignets,beignets,0.9,0.9832790295283,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,72,beignets,beignets,0.9,0.9640576044718424,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,73,beignets,,,0.8539467826485634,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,74,beignets,beignets,0.9,0.9891929626464844,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,75,beignets,beignets,0.9,0.9913463195165,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,76,beignets,beignets,0.9,0.9875338077545166,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,77,beignets,,,0.8429069668054581,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,78,beignets,beignets,0.9,0.9820058147112528,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,79,beignets,beignets,0.9,0.9851571122805276,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,80,beignets,,,0.9016375690698624,0,empty,4,Beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,81,beignets,,,0.8555532842874527,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,82,beignets,beignets,0.9,0.9591414133707682,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,83,beignets,beignets,0.9,0.98562886317571,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,84,beignets,,,0.8303523361682892,0,empty,4,beignets
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,85,beignets,beignets,0.9,0.942202627658844,1,exact,3,Answer: beignets | Confidence: 90
B,Qwen/Qwen2-VL-2B-Instruct,nf4,fewshot,glare,1,86,beignets,,,0.8435980305075645,0,empty,4,Beignets
