arm,model,precision,template,degradation,severity,item,gold,answer,verbalized,internal,correct,match_method,n_answer_tokens,raw
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,0,beignets,beignets,0.95,0.9987738728523254,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,22,beignets,beignets,0.95,0.9984348018964132,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,23,beignets,beignets,0.95,0.9984073241551716,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,24,beignets,beignets,0.95,0.9959272146224976,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,25,beignets,beignets,0.95,0.9992579023043314,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,26,beignets,beignets,0.95,0.9935969909032186,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,27,beignets,beignets,0.95,0.9988497098286948,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,28,beignets,beignets,0.95,0.9983598192532858,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,29,beignets,beignets,0.95,0.999327818552653,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,30,beignets,beignets,0.95,0.9991294940312704,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,31,beignets,beignets,0.9,0.9609485268592834,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,32,beignets,beignets,0.9,0.9937474131584167,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,33,beignets,beignets,0.95,0.9970072507858276,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,34,beignets,beignets,0.95,0.9981983304023744,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,35,beignets,beignets,0.9,0.9989044268925984,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,36,beignets,beignets,0.95,0.9981689850489298,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,37,beignets,beignets,0.95,0.9967926343282064,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,38,beignets,beignets,0.95,0.9981767932573954,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,39,beignets,beignets,0.95,0.99821271498998,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,40,beignets,beignets,0.95,0.998000959555308,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,41,beignets,beignets,0.95,0.9992957512537638,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,42,beignets,beignets,0.95,0.9919719497362772,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,43,beignets,beignets,0.95,0.9978360136349996,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,44,beignets,beignets,0.95,0.9989724357922872,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,45,beignets,beignets,0.95,0.993059515953064,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,46,beignets,beignets,0.95,0.9978500405947368,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,47,beignets,beignets,0.95,0.995106836160024,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,48,beignets,beignets,0.95,0.9993285735448202,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,49,beignets,beignets,0.95,0.999441126982371,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,50,beignets,beignets,0.95,0.99838654200236,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,51,beignets,beignets,0.95,0.9968218207359314,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,52,beignets,beignets,0.95,0.9991727471351624,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,53,beignets,beignets,0.95,0.9986707170804342,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,54,beignets,beignets,0.95,0.9984904328982036,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,55,beignets,beignets,0.95,0.9993306597073872,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,56,beignets,beignets,0.95,0.9982804656028748,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,57,beignets,beignets,0.95,0.9880424539248148,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,58,beignets,beignets,0.95,0.9979424476623536,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,59,beignets,beignets,0.95,0.9967150688171388,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,60,beignets,beignets,0.9,0.8950294852256775,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,61,beignets,beignets,0.95,0.9989612897237142,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,62,beignets,beignets,0.95,0.993623673915863,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,63,beignets,beignets,0.9,0.9969120621681212,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,64,beignets,beignets,0.95,0.9986169735590616,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,65,beignets,beignets,0.95,0.9991202354431152,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,66,beignets,beignets,0.95,0.9976036349932352,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,67,beignets,beignets,0.9,0.9965738654136658,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,68,beignets,beignets,0.95,0.9987486004829408,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,69,beignets,beignets,0.95,0.9979235927263896,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,70,beignets,beignets,0.95,0.9982526302337646,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,71,beignets,beignets,0.95,0.99858295917511,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,72,beignets,beignets,0.95,0.9984036485354104,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,73,beignets,beignets,0.9,0.998801052570343,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,74,beignets,beignets,0.95,0.9945800503094993,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,75,beignets,beignets,0.95,0.9986675182978312,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,76,beignets,beignets,0.95,0.997864802678426,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,77,beignets,beignets,0.95,0.9992469946543376,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,78,beignets,beignets,0.95,0.9988354444503784,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,79,beignets,beignets,0.95,0.9992411136627196,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,80,beignets,beignets,0.95,0.9976993600527444,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,81,beignets,beignets,0.95,0.99248868227005,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,82,beignets,beignets,0.95,0.9990865389506022,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,83,beignets,beignets,0.9,0.993235965569814,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,84,beignets,beignets,0.9,0.9721106886863708,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,85,beignets,beignets,0.95,0.9988452394803364,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,86,beignets,beignets,0.95,0.9987063010533652,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,87,beignets,beignets,0.95,0.9972408612569174,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,88,beignets,beignets,0.9,0.9816895922025044,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,89,beignets,fried calamari,0.9,0.8361322482426962,0,contains,3,Answer: fried calamari | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,90,beignets,beignets,0.95,0.9988518555959066,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,91,beignets,beignets,0.95,0.9990262985229492,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,92,beignets,beignets,0.95,0.999175488948822,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,93,beignets,beignets,0.95,0.9982841610908508,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,94,beignets,beignets,0.95,0.999360700448354,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,95,beignets,beignets,0.95,0.9989150365193684,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,96,beignets,beignets,0.95,0.9981119235356648,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,97,beignets,beignets,0.9,0.9479171435038248,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,98,beignets,beignets,0.9,0.9988935589790344,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,clean,0,99,beignets,beignets,0.95,0.999185045560201,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,0,beignets,beignets,0.9,0.9786948561668396,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,1,beignets,beignets,0.9,0.9944182435671488,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,2,beignets,beignets,0.95,0.9991335272789,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,3,beignets,beignets,0.95,0.998573124408722,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,4,beignets,beignets,0.95,0.9993812839190164,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,5,beignets,beignets,0.95,0.9987020492553712,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,6,beignets,beignets,0.95,0.9991065661112468,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,7,beignets,beignets,0.95,0.9986432194709778,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,8,beignets,dumplings,0.9,0.7380866259336472,0,contains,2,Answer: dumplings | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,9,beignets,beignets,0.95,0.997455676396688,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,10,beignets,beignets,0.9,0.9850264390309652,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,11,beignets,beignets,0.9,0.9992236693700156,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,12,beignets,beignets,0.9,0.9908424019813538,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,13,beignets,beignets,0.95,0.9995428919792176,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,14,beignets,beignets,0.9,0.9995974699656168,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,15,beignets,beignets,0.9,0.9984487096468608,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,16,beignets,beignets,0.9,0.9980368614196776,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,17,beignets,beignets,0.9,0.9939051866531372,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,18,beignets,beignets,0.95,0.9983146985371908,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,19,beignets,bread,0.9,0.4456363916397095,0,nomatch,1,Answer: bread | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,20,beignets,beignets,0.9,0.998101512591044,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,21,beignets,beignets,0.9,0.9693978230158488,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,22,beignets,beignets,0.9,0.997682293256124,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,23,beignets,beignets,0.95,0.998106042544047,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,24,beignets,beignets,0.95,0.9973583221435548,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,25,beignets,beignets,0.95,0.999060869216919,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,26,beignets,beignets,0.95,0.9881111979484558,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,27,beignets,beignets,0.95,0.9987059235572816,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,28,beignets,beignets,0.95,0.997413158416748,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,29,beignets,beignets,0.95,0.9991889595985411,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,30,beignets,beignets,0.95,0.9989002744356792,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,31,beignets,beignets,0.9,0.9133616288503013,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,32,beignets,beignets,0.9,0.9001784722010294,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,33,beignets,beignets,0.95,0.9964293241500854,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,34,beignets,beignets,0.95,0.9976807236671448,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,35,beignets,pancakes,0.9,0.3316032588481903,0,contains,1,Answer: pancakes | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,36,beignets,beignets,0.9,0.8620137969652811,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,37,beignets,beignets,0.95,0.9963624080022176,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,38,beignets,beignets,0.95,0.9976241191228232,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,39,beignets,beignets,0.95,0.9984324177106222,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,40,beignets,beignets,0.9,0.997840960820516,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,41,beignets,beignets,0.95,0.999544084072113,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,42,beignets,beignets,0.95,0.9925916989644368,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,43,beignets,beignets,0.9,0.9980064034461976,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,44,beignets,beignets,0.95,0.9991570512453716,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,45,beignets,beignets,0.9,0.9734756549199424,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,46,beignets,beignets,0.95,0.9970350662867228,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,47,beignets,beignets,0.95,0.9946565628051758,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,48,beignets,beignets,0.9,0.9982410470644631,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,49,beignets,beignets,0.95,0.9991856018702188,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,50,beignets,beignets,0.95,0.9974938829739888,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,51,beignets,beignets,0.95,0.9964615106582642,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,52,beignets,beignets,0.95,0.9989851514498392,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,53,beignets,beignets,0.95,0.9983543356259664,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,54,beignets,beignets,0.95,0.9978201190630596,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,55,beignets,beignets,0.95,0.9990928570429484,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,56,beignets,beignets,0.95,0.9977626005808512,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,57,beignets,beignets,0.95,0.980201800664266,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,58,beignets,beignets,0.95,0.9983576138814292,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,59,beignets,beignets,0.95,0.9973347385724386,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,60,beignets,beignets,0.9,0.7969377835591634,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,61,beignets,beignets,0.95,0.9983319838841757,1,exact,3,Answer: beignets | Confidence: 95
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,62,beignets,beignets,0.9,0.9952715635299684,1,exact,3,Answer: beignets | Confidence: 90
C,Qwen/Qwen2-VL-7B-Instruct,nf4,fewshot,glare,1,63,beignets,beignets,0.9,0.9960820476214092,1,exact,3,Answer: beignets | Confidence: 90
